time,ENGINE_RPM,SPEED,THROTTLE_POS,Max_Torque(Nm),Cmd_Torque(Nm),Gear,IntkGasMassFlw,NrmlzdAirChrg,Afr,FuelMassFlw,ExhManGasTemp,EngTrq,Bsfc,PwrTrnsfrd,PwrFuel
194,1803,42,33,84.887,28.013,4,0.007348017,0.290056638,14.6,0.000503289,948.7531623,28.09072389,347.8349287,5303.801669,19124.97532
195,1808,22,33,85.132,28.094,2,0.007381733,0.290581727,14.6,0.000505598,949.2529057,28.17043774,347.5037262,5333.602425,19212.72979
196,1968,27,24,92.597,22.223,2,0.007071082,0.255722637,14.6,0.000484321,941.9618981,22.23213741,396.2889175,4581.787363,18404.18609
197,1164,12,24,47.516,11.404,2,0.002636914,0.161232062,14.6,0.000180611,724.9133173,7.808251314,358.0976726,951.7773846,6863.201304
198,999,0,25,35.927,8.982,0,0.001808896,0.128871414,14.6,0.000123897,704.2061486,3.145952134,287.3647545,329.1138938,4708.086469
199,1008,0,25,36.58,9.145,0,0.001854568,0.130945498,14.6,0.000127025,702.9880414,3.454850292,291.8274805,364.6854051,4826.957236
200,1762,39,31,82.847,25.683,3,0.006823225,0.275608249,14.6,0.000467344,938.5980987,25.76856146,361.5870793,4754.717259,17759.08001
201,2376,27,26,108.244,28.143,2,0.009770929,0.292683227,14.6,0.000669242,997.5625421,28.20196077,348.7587188,7017.046564,25431.18623
202,1793,42,31,84.394,26.162,4,0.007021659,0.278719821,14.6,0.000480936,945.1037876,26.24544908,356.7525423,4927.911683,18275.55152
203,1354,26,23,59.875,13.771,3,0.003689369,0.193928591,14.6,0.000252697,773.2495295,12.53888364,430.2060309,1777.895189,9602.467672
204,1096,18,26,42.837,11.138,3,0.002429187,0.157746156,14.6,0.000166383,707.6140413,7.318674343,350.3870106,839.9851244,6322.541462
205,1142,28,27,46.017,12.425,4,0.002820224,0.17576237,14.6,0.000193166,719.3164927,9.865783574,390.3898669,1179.848666,7340.309172
206,1150,8,24,46.564,11.175,1,0.002553759,0.158048524,14.6,0.000174915,721.3517016,7.357668038,351.0394498,886.0671745,6646.769708
207,1737,42,33,81.58,26.921,4,0.0069059,0.282962497,14.6,0.000473007,941.9128319,27.01599243,352.287565,4914.160791,17974.26106
208,1479,27,31,67.431,20.904,3,0.005136862,0.247194091,14.6,0.00035184,853.352461,20.95136781,410.1534205,3244.958696,13369.91378
209,1235,14,24,52.258,12.542,2,0.003071967,0.177034552,14.6,0.000210409,742.9757966,10.06663178,393.0772331,1301.90639,7995.53155
210,1800,47,32,84.739,27.116,4,0.007197093,0.284572551,14.6,0.000492952,947.9882876,27.19777283,351.3710633,5126.659398,18732.16008
211,2359,18,25,107.689,26.922,1,0.009455176,0.285266052,14.6,0.000647615,995.9889134,26.99147926,353.6541519,6667.81045,24609.36343
212,1204,36,23,50.206,11.547,5,0.00275915,0.163101244,14.6,0.000188983,735.0893619,8.072600571,362.1964973,1017.814349,7181.350248
213,1422,40,33,64.042,21.134,4,0.004976213,0.249062159,14.6,0.000340836,844.2527644,21.17418312,408.2808429,3153.079196,12951.78699
214,1006,23,25,36.435,9.109,4,0.001844424,0.130488181,14.6,0.00012633,703.2587319,3.386584336,290.8451763,356.770136,4800.555633
215,1227,11,30,51.731,15.519,1,0.00370776,0.215067846,14.6,0.000253956,746.1833879,15.55248135,465.1728319,1998.356051,9650.33514
216,1046,14,26,39.31,10.221,2,0.00213339,0.145159999,14.6,0.000146123,697.8449222,5.535436402,322.6142467,606.3343436,5552.658826
217,1226,6,24,51.665,12.4,1,0.003015641,0.175064298,14.6,0.000206551,740.6861865,9.783052544,388.7214302,1256.011091,7848.929069
218,1854,43,30,87.355,26.207,4,0.007277681,0.279377674,14.6,0.000498471,951.4145795,26.27858218,356.173151,5101.997925,18941.91028
219,1553,17,31,71.688,22.223,2,0.005558401,0.254733934,14.6,0.000380712,879.2348029,22.2841928,396.6945483,3624.073365,14467.07078
220,1859,18,24,87.593,21.022,1,0.006474149,0.247862994,14.6,0.000443435,919.5500185,21.04344928,408.2007476,4096.612965,16850.52468
221,1074,22,33,41.294,13.627,3,0.002914157,0.193115476,14.6,0.0001996,702.0172168,12.28175948,428.9418467,1381.317416,7584.792568
222,2107,38,29,98.474,28.557,3,0.008720289,0.294560654,14.6,0.00059728,975.1475608,28.61927491,345.8180159,6314.686291,22696.64256
223,1776,44,35,83.549,29.242,4,0.00742055,0.297373003,14.6,0.000508257,947.0433809,29.32016572,343.0710944,5453.03142,19313.76078
224,1005,0,24,36.363,8.727,0,0.001765713,0.125043902,14.6,0.000120939,703.3940771,2.634488751,278.7278916,277.2624319,4595.692117
225,1905,42,30,89.747,26.924,3,0.007602778,0.284044077,14.6,0.000520738,957.8304335,26.98573745,351.877312,5383.415352,19788.05299
226,1617,19,31,75.241,23.325,2,0.005928908,0.260959466,14.6,0.00040609,900.6722047,23.40384323,385.3750258,3963.015932,15431.40333
227,1824,40,24,85.912,20.619,3,0.006284714,0.24522746,14.6,0.00043046,911.6840773,20.64537204,412.1606447,3943.448427,16357.47558
228,1536,50,28,70.724,19.803,5,0.005180505,0.240043118,14.6,0.000354829,855.0055028,19.85390748,420.5946658,3193.491961,13483.50568
229,1157,0,24,47.041,11.29,0,0.002595297,0.159647475,14.6,0.00017776,723.1325094,7.583795972,354.5849441,918.8584584,6754.881917
230,2020,29,33,94.862,31.304,2,0.008829442,0.311093026,14.6,0.000604756,968.4851625,31.3432027,334.5774618,6630.150074,22980.73912
231,2497,52,32,111.949,35.824,3,0.011897339,0.339109294,14.6,0.000814886,1002.668377,35.85719824,317.6871922,9376.127677,30965.6772
232,1183,37,24,48.8,11.712,5,0.002751093,0.165511812,14.6,0.000188431,729.7469385,8.416285296,367.580566,1042.63863,7160.380251
233,1226,32,24,51.665,12.4,4,0.003015641,0.175064298,14.6,0.000206551,740.6861865,9.783052544,388.7214302,1256.011091,7848.929069
234,1245,16,28,52.914,14.816,2,0.003657552,0.209088216,14.6,0.000250517,745.5198077,14.66507936,464.2207867,1911.975782,9519.656023
235,1230,1,24,51.929,12.463,1,0.003040587,0.175938432,14.6,0.000208259,741.703791,9.908797711,390.6541273,1276.30565,7913.856611
236,1891,24,25,89.098,22.274,2,0.006792504,0.255650588,14.6,0.00046524,931.7387726,22.29978095,395.6695896,4415.915392,17679.12117
237,1106,0,26,43.533,11.319,0,0.002490515,0.160266406,14.6,0.000170583,710.1580525,7.673240722,355.9850865,888.7151177,6482.163378
238,1148,4,25,46.428,11.607,1,0.002648,0.16416646,14.6,0.00018137,720.8428994,8.224519022,364.6295119,988.7375214,6892.053954
239,1004,8,27,36.29,9.798,1,0.001980877,0.140421048,14.6,0.000135677,703.5294224,4.748213729,313.0236445,499.2207061,5155.707515
240,2223,31,28,102.947,28.825,2,0.009256842,0.296368329,14.6,0.00063403,984.718057,28.89963132,345.1694351,6727.603427,24093.15097
241,1017,0,24,37.23,8.935,0,0.00182453,0.127684602,14.6,0.000124968,701.7699342,3.027654155,284.3912128,322.4451402,4748.777559
242,1135,6,24,45.537,10.929,1,0.002465893,0.154627482,14.6,0.000168897,717.5356849,6.875091598,343.4508344,817.1522262,6418.076559
243,2311,46,32,106.077,33.945,3,0.010634423,0.327508355,14.6,0.000728385,993.7288022,33.97902032,324.7089977,8223.172803,27678.63548
244,1273,0,24,54.736,13.137,0,0.00331408,0.185286171,14.6,0.000226992,752.643039,11.26057249,411.3018855,1501.127192,8625.68825
245,1584,37,26,73.424,19.09,4,0.005239325,0.235411973,14.6,0.000358858,858.5990568,19.1412616,427.3169788,3175.077673,13636.59909
246,1341,18,32,59.063,18.9,2,0.004441799,0.235742824,14.6,0.000304233,806.8650748,18.93818575,430.7363058,2659.474115,11560.84578
247,1779,58,32,83.699,26.784,5,0.007059128,0.282412224,14.6,0.000483502,945.8085511,26.87121799,352.7265634,5006.012366,18373.07239
248,1670,27,26,78.092,20.304,2,0.005688269,0.242422027,14.6,0.000389607,885.5929212,20.36636674,414.9007145,3561.710767,14805.08474
249,1646,19,24,76.811,18.435,2,0.005345292,0.231126637,14.6,0.000366116,865.8317744,18.4848163,433.4147962,3186.204068,13912.40394
250,1198,41,26,49.806,12.95,5,0.003079396,0.182943543,14.6,0.000210918,733.5629552,10.90164565,406.2704755,1367.657961,8014.865728
251,1604,46,23,74.529,17.142,5,0.005036127,0.223460489,14.6,0.00034494,846.3097403,17.18338247,446.3915397,2886.301125,13107.72909
252,1973,49,32,92.818,29.702,4,0.008351976,0.301280155,14.6,0.000572053,964.3272941,29.74338957,340.7849869,6145.343492,21738.01877
253,1093,21,25,42.627,10.657,3,0.002318109,0.150946166,14.6,0.000158775,706.850838,6.362379681,335.2824767,728.2296585,6033.434433
254,1274,23,24,54.8,13.152,3,0.003320403,0.185493979,14.6,0.000227425,752.8974401,11.29078341,411.7603668,1506.336926,8642.145867
255,1007,0,25,36.508,9.127,0,0.001849493,0.130716868,14.6,0.000126678,703.1233866,3.420713033,291.3364929,360.7237448,4813.749123
256,1008,0,24,36.58,8.779,0,0.001780345,0.125704814,14.6,0.000121941,702.9880414,2.732668806,280.147999,288.4537235,4633.773382
257,1052,16,31,39.737,12.318,2,0.002582623,0.174724436,14.6,0.000176892,697.0328507,9.688405319,388.1282108,1067.324939,6721.89517
258,1180,1,26,48.598,12.635,1,0.002960584,0.178568048,14.6,0.00020278,728.9837351,10.2733568,396.5810087,1269.471622,7705.629206
259,1069,4,25,40.941,10.235,1,0.002178892,0.145066273,14.6,0.000149239,700.7452112,5.541797078,322.214056,620.3787917,5671.089574
260,1469,27,22,66.843,14.705,3,0.004266058,0.206687092,14.6,0.000292196,798.639802,14.43463035,458.872209,2220.527113,11103.43867
261,1435,39,23,64.823,14.909,4,0.004227382,0.209665998,14.6,0.000289547,791.1652262,14.85923731,465.3837734,2232.939919,11002.77559
262,1022,7,24,37.591,9.022,1,0.001849336,0.128787362,14.6,0.000126667,701.093208,3.192482283,286.7480594,341.6709141,4813.339445
263,1596,44,29,74.088,21.486,4,0.005604589,0.249930519,14.6,0.000383876,881.2435354,21.55061933,403.6468928,3601.813824,14587.28695
264,1263,27,36,54.088,19.472,3,0.00425749,0.239915682,14.6,0.000291609,794.378135,19.49980062,426.2612876,2579.064119,11081.13725
265,1388,43,33,61.976,20.452,5,0.004779901,0.245096906,14.6,0.00032739,831.2924879,20.4894951,415.1707787,2978.169014,12440.83821
266,1791,50,24,84.295,20.231,4,0.006107197,0.242691586,14.6,0.000418301,903.9601436,20.2621671,415.9533321,3800.231876,15895.44361
267,997,0,24,35.782,8.588,0,0.001726868,0.123274232,14.6,0.000118279,704.476839,2.372381158,274.9163276,247.6898684,4494.587195
268,1029,0,25,38.094,9.524,0,0.00196264,0.135748089,14.6,0.000134427,700.1457913,4.175688528,302.0939377,449.9581155,5108.241812
269,1931,65,28,90.937,25.462,5,0.007468963,0.275287473,14.6,0.000511573,954.863774,25.51057135,363.5296033,5158.590775,19439.76768
270,2399,36,33,108.981,35.964,2,0.011454514,0.339824584,14.6,0.000784556,998.2614568,35.99010756,316.7752882,9041.531725,29813.11739
271,998,0,24,35.855,8.605,0,0.001731629,0.123490257,14.6,0.000118605,704.3414938,2.404376635,275.3818837,251.282161,4506.979497
272,1078,26,25,41.575,10.394,4,0.002230801,0.147282285,14.6,0.000152795,703.0348212,5.850514406,327.1403314,660.4522619,5806.195078
273,1263,44,33,54.088,17.849,5,0.00407516,0.229641172,14.6,0.000279121,778.3081459,17.88128983,442.04699,2364.998181,10606.58199
274,1041,0,25,38.953,9.738,0,0.002024977,0.138445128,14.6,0.000138697,698.5216484,4.58420164,307.8138866,499.7387886,5270.487084
275,1007,0,25,36.508,9.127,0,0.001849493,0.130716868,14.6,0.000126678,703.1233866,3.420713033,291.3364929,360.7237448,4813.749123
276,1804,33,32,84.936,27.18,3,0.007223622,0.284988183,14.6,0.000494769,948.3991565,27.26073687,351.1096927,5149.946793,18801.2071
277,1098,21,31,42.976,13.323,3,0.002910878,0.188681797,14.6,0.000199375,708.1228436,11.67259607,419.1016848,1342.14184,7576.256886
278,1034,0,25,38.452,9.613,0,0.001988482,0.136870385,14.6,0.000136197,699.4690651,4.345423998,304.4776752,470.523496,5175.500749
279,1155,32,24,46.905,11.257,4,0.002583364,0.159188635,14.6,0.000176943,722.6237072,7.518867434,353.567598,909.4169197,6723.824835
280,1846,14,24,86.973,20.874,1,0.006403758,0.246894604,14.6,0.000438614,916.6712402,20.89726485,409.6573504,4039.70602,16667.31496
281,2164,66,35,100.721,35.252,5,0.010192786,0.335230909,14.6,0.000698136,982.4494047,35.27436329,319.0845901,7993.648692,26529.16974
282,1013,0,24,36.942,8.866,0,0.001804906,0.126810006,14.6,0.000123624,702.3113152,2.897125235,282.5191301,307.3302664,4697.700398
283,1735,37,32,81.478,26.073,3,0.006771856,0.277790015,14.6,0.000463826,938.7094061,26.16738871,357.7584265,4754.320803,17625.37871
284,1333,25,28,58.561,16.397,3,0.004122048,0.220085437,14.6,0.000282332,781.1952175,16.44291967,455.2483824,2295.290728,10728.61852
285,1056,0,25,40.021,10.005,0,0.002104818,0.141859699,14.6,0.000144166,697.4379967,5.096259844,315.0835442,563.5651115,5478.293553
286,1003,0,25,36.218,9.054,0,0.001829048,0.129787442,14.6,0.000125277,703.6647676,3.282277626,289.3372956,344.7504672,4760.537105
287,2159,44,32,100.528,32.169,3,0.009602217,0.316539022,14.6,0.000657686,980.7845435,32.21272815,331.4815118,7282.974139,24992.07101
288,2068,54,36,96.882,34.878,4,0.009671658,0.33285784,14.6,0.000662442,973.450364,34.90190216,320.4487651,7558.371762,25172.80857
289,1004,0,25,36.29,9.072,0,0.001834101,0.130016304,14.6,0.000125623,703.5294224,3.316380402,289.8296084,348.6797058,4773.686321
290,1546,35,26,71.292,18.536,3,0.005044527,0.232230543,14.6,0.000345516,846.080387,18.58336027,432.987262,3008.585473,13129.59031
291,1558,37,25,71.97,17.992,4,0.005009554,0.228844246,14.6,0.00034312,843.8819164,18.03763168,438.2689617,2942.900548,13038.56506
292,2691,43,28,116.995,32.759,2,0.012165726,0.321760501,14.6,0.000833269,1004.953217,32.75158765,331.4528803,9229.425599,31664.21863
293,1013,0,24,36.942,8.866,0,0.001804906,0.126810006,14.6,0.000123624,702.3113152,2.897125235,282.5191301,307.3302664,4697.700398
294,2080,65,31,97.377,30.187,5,0.008896269,0.304405843,14.6,0.000609334,973.3651094,30.23690589,339.2052962,6586.11487,23154.67379
295,1004,0,24,36.29,8.71,0,0.001760914,0.124828264,14.6,0.000120611,703.5294224,2.602435961,278.264538,273.6165624,4583.201924
296,992,0,24,35.418,8.5,0,0.00170254,0.122150172,14.6,0.000116612,705.1535653,2.206616951,272.487714,229.2277757,4431.268865
297,1106,8,29,43.533,12.625,1,0.002777874,0.178758139,14.6,0.000190265,710.1580525,10.27857857,397.0590792,1190.465475,7230.08328
298,1000,35,32,36,11.52,5,0.002321825,0.165248651,14.6,0.000159029,704.0708033,8.147623506,368.4587306,853.2171383,6043.106808
299,1483,25,34,67.665,23.006,3,0.005419992,0.260115279,14.6,0.000371232,872.8015686,23.05606821,389.5162373,3580.593487,14106.8277
300,2429,73,34,109.919,37.372,5,0.011887907,0.348326296,14.6,0.00081424,999.098186,37.39717927,311.0796438,9512.506772,30941.12668
301,1463,8,23,66.489,15.292,1,0.004371334,0.21265622,14.6,0.000299406,799.9365216,15.33574232,465.2427439,2349.512428,11377.44549
302,1332,40,23,58.498,13.455,5,0.003547562,0.189554542,14.6,0.000242984,767.6527049,11.89595755,420.585113,1659.328027,9233.381234
303,1133,0,25,45.4,11.35,0,0.0025565,0.160592116,14.6,0.000175103,717.0268826,7.718693475,356.7002718,915.8035494,6653.903204
304,1004,0,25,36.29,9.072,0,0.001834101,0.130016304,14.6,0.000125623,703.5294224,3.316380402,289.8296084,348.6797058,4773.686321
305,2151,40,35,100.217,35.076,3,0.010098904,0.334150584,14.6,0.000691706,981.1764758,35.09949897,319.7748079,7906.239124,26284.8185
306,1896,59,25,89.33,22.332,5,0.00682057,0.256029925,14.6,0.000467162,932.7634971,22.35717247,395.091094,4438.986539,17752.16846
307,1405,18,31,63.013,19.534,2,0.004723048,0.239251343,14.6,0.000323496,826.2280132,19.57499257,424.0345895,2880.093242,12292.86339
308,1742,44,33,81.835,27.006,4,0.006939312,0.283515416,14.6,0.000475295,942.4477625,27.09966182,351.9419012,4943.569453,18061.22394
309,1231,19,27,51.995,14.039,2,0.003427793,0.198182312,14.6,0.00023478,741.9581921,13.0932938,440.0421228,1687.856746,8921.652244
310,1377,29,24,61.3,14.712,3,0.004006795,0.207095939,14.6,0.000274438,778.4144793,14.46203512,459.479702,2085.412489,10428.64466
311,1843,49,30,86.829,26.049,4,0.007207874,0.278349364,14.6,0.00049369,949.3217888,26.12131931,357.780302,5041.375671,18760.21955
312,1010,0,24,36.725,8.814,0,0.001790193,0.126149918,14.6,0.000122616,702.7173509,2.79882128,281.1037842,296.0227979,4659.40751
313,2234,67,31,103.35,32.038,5,0.009913826,0.315839547,14.6,0.000679029,987.2825011,32.08732494,332.1959089,7506.634995,25803.10828
314,1518,41,32,69.694,22.302,4,0.005449276,0.255490877,14.6,0.000373238,873.2325917,22.35740517,396.1684658,3554.035708,14183.04616
315,1155,26,24,46.905,11.257,3,0.002583364,0.159188635,14.6,0.000176943,722.6237072,7.518867434,353.567598,909.4169197,6723.824835
316,2241,70,33,103.605,34.19,5,0.010355414,0.328877366,14.6,0.000709275,989.034435,34.22165451,323.4915824,8031.03423,26952.44633
317,1147,30,33,46.359,15.298,4,0.003450076,0.214078789,14.6,0.000236307,723.7314744,15.32016802,468.3445941,1840.159907,8979.649914
318,1010,0,24,36.725,8.814,0,0.001790193,0.126149918,14.6,0.000122616,702.7173509,2.79882128,281.1037842,296.0227979,4659.40751
319,1298,39,29,56.342,16.339,5,0.004010378,0.219896835,14.6,0.000274683,772.0002721,16.38029314,456.2737103,2226.511692,10437.9694
320,2521,22,26,112.633,29.285,1,0.010625594,0.299977567,14.6,0.00072778,1009.402381,29.30939234,344.8982872,7737.635693,27655.65649
321,1003,0,24,36.218,8.692,0,0.001755919,0.124598238,14.6,0.000120268,703.6647676,2.568419273,277.7689169,269.77113,4570.199748
322,996,0,25,35.709,8.927,0,0.00179364,0.128169423,14.6,0.000122852,704.6121843,3.041827588,285.8498732,317.2652824,4668.37908
323,2581,51,35,114.269,39.994,3,0.013208144,0.364218664,14.6,0.000904667,1001.893746,40.02736413,304.7805998,10818.66354,34377.36215
324,1558,29,23,71.97,16.553,3,0.004817082,0.220051821,14.6,0.000329937,831.5329142,16.59304889,452.4209103,2707.211986,12537.61031
325,2131,36,35,99.432,34.801,3,0.009954439,0.332461801,14.6,0.000681811,979.2320003,34.82611241,320.8504275,7771.718565,25908.81504
326,1867,53,24,87.972,21.113,4,0.006517626,0.248458299,14.6,0.000446413,921.302443,21.13334792,407.30359,4131.818528,16963.68397
327,1846,49,35,86.973,30.441,4,0.00791361,0.305106397,14.6,0.000542028,953.6803551,30.50125582,338.1633146,5896.279138,20597.06585
328,992,0,25,35.418,8.854,0,0.001773446,0.127237367,14.6,0.000121469,705.1535653,2.903773393,283.8360258,301.6497791,4615.81818
329,1112,11,26,43.95,11.427,2,0.002527515,0.161769775,14.6,0.000173117,711.6844592,7.885143714,359.3235921,918.2121145,6578.464229
330,1767,30,32,83.099,26.592,3,0.006980467,0.281161792,14.6,0.000478114,944.5427949,26.68235498,353.5093952,4937.297825,18168.33796
331,1004,0,24,36.29,8.71,0,0.001760914,0.124828264,14.6,0.000120611,703.5294224,2.602435961,278.264538,273.6165624,4583.201924
332,1009,0,25,36.652,9.163,0,0.001859648,0.131174071,14.6,0.000127373,702.8526961,3.488996112,292.3181391,368.6551198,4840.179972
333,1475,23,31,67.196,20.831,2,0.005114257,0.246773706,14.6,0.000350292,851.9162074,20.87782873,410.8954459,3224.82364,13311.07872
334,1689,41,30,79.095,23.728,4,0.00624767,0.263267226,14.6,0.000427923,915.6014128,23.81294469,381.0617538,4211.835209,16261.05783
335,1847,37,30,87.021,26.106,3,0.007233151,0.278720557,14.6,0.000495421,950.0838371,26.1780435,357.2007688,5063.288789,18826.00822
336,2298,73,33,105.629,34.858,5,0.010751949,0.333001008,14.6,0.000736435,993.3775069,34.88517303,320.937476,8394.977254,27984.52373
337,1737,27,24,81.58,19.579,2,0.005819143,0.238433662,14.6,0.000398571,890.6551528,19.6183506,422.284351,3568.542948,15145.71341
338,2047,63,31,96.007,29.762,5,0.008679396,0.301772765,14.6,0.000594479,970.5043932,29.81083378,340.7934143,6390.290237,22590.20812
339,2118,54,31,98.915,30.664,4,0.009146636,0.307357498,14.6,0.000626482,976.7148911,30.71459135,337.4136642,6812.387058,23806.31169
340,1978,42,29,93.039,26.981,3,0.007913763,0.284750931,14.6,0.000542039,964.5286148,27.03291736,351.570733,5599.481601,20597.46563
341,1243,38,28,52.783,14.779,5,0.003642712,0.208574903,14.6,0.000249501,745.0110055,14.58998984,463.0865438,1899.130183,9481.030111
342,999,0,25,35.927,8.982,0,0.001808896,0.128871414,14.6,0.000123897,704.2061486,3.145952134,287.3647545,329.1138938,4708.086469
343,1096,1,25,42.837,10.709,1,0.002335622,0.15167028,14.6,0.000159974,707.6140413,6.463753667,336.8912279,741.8634405,6079.017464
344,1007,0,24,36.508,8.762,0,0.00177553,0.125489339,14.6,0.000121612,703.1233866,2.700591522,279.6855868,284.7849199,4621.241352
345,1014,0,24,37.014,8.883,0,0.001809753,0.12702516,14.6,0.000123956,702.1759699,2.929251508,282.9796597,311.0450077,4710.316103
